Номер постамата|Дата ввода в эксплуатацию|Адрес постамата|Режим работы|Аренда|Точность|Широта|Долгота
PS6453|2021-03-04 00:00:00|Республика Коми,город Воркута,улица Московская, дом 15|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|95.65|67.49300998518848|64.03551000358328
PS6466|2021-03-04 00:00:00|Чувашская республика - Чувашия, Порецкий район , село Порецкое,улица Ульянова, дом 36|ПН-ПТ 08:00-16:00, СБ-ВС выходной|НЕТ|98.41|55.19810998588713|46.32840996902829
PS6493|2021-03-04 00:00:00|Нижегородская область, Володарский район , поселок Мулино,улица Гвардейская, дом 16|ПН выходной, ВТ-ПТ 09:00-18:00, СБ 09:00-14:00, ВС выходной|НЕТ|100.0|56.31154000121705|42.96493997935437
PS6505|2021-03-04 00:00:00|Самарская область, Большечерниговский район , село Августовка,улица Кооперативная, дом 8|ПН-ВТ 08:15-16:25, СР выходной, ЧТ-ПТ 08:15-16:25, СБ-ВС выходной|НЕТ|84.41|52.26219000000003|50.73826000000008
PS6510|2021-03-04 00:00:00|Республика Башкортостан, Нуримановский район , село Красный Ключ,улица Валеева, дом 2|ПН-ЧТ 08:30-16:30, ПТ 08:30-16:15, СБ-ВС выходной|НЕТ|86.96|55.39100000000008|56.64033000000006
PS6511|2021-03-04 00:00:00|Республика Башкортостан, Бирский район , село Силантьево,улица Восточная, дом 19|ПН выходной, ВТ-ПТ 08:30-15:45, СБ-ВС выходной|НЕТ|90.54|55.40429195047032|55.56140804593119
PS6512|2021-03-04 00:00:00|Республика Башкортостан, Нуримановский район , село Павловка,улица Карла Маркса, дом 37|ПН-ПТ 08:45-16:45, СБ-ВС выходной|НЕТ|84.58|55.41258000000005|56.55902000000003
PS6515|2021-03-04 00:00:00|обл. Белгородская,город Старый Оскол, мкр. Лебединец,дом , 3, строение, 1|ПН-ПТ 08:30-18:00, СБ 09:00-14:00, ВС выходной|НЕТ|85.57|51.28556000128648|37.79993999646973
PS6534|2021-03-04 00:00:00|Алтайский край, Усть-Калманский район , село Огни,улица Партизанская, дом 42|ПН-ВТ 09:00-13:30, СР выходной, ЧТ 09:00-13:30, ПТ-ВС выходной|НЕТ|94.84|52.12103998852942|83.3061099906015
PS3178|2021-03-05 00:00:00|Иркутская область,город Тулун,улица Ленина, дом 5|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|95.12|54.56585384208696|100.5829324210464
PS4581|2021-03-05 00:00:00|Нижегородская область, Сосновский район , село Селитьба,улица Центральная, дом 170|ПН 07:00-16:30, ВТ выходной, СР 07:00-16:30, ЧТ выходной, ПТ 07:00-16:30, СБ-ВС выходной|НЕТ|99.42|55.78307001655133|43.48923003463506
PS5463|2021-03-05 00:00:00|Воронежская область, Петропавловский район , село Глубокое,улица Советская, дом 67|ПН 08:00-14:45, ВТ-СР выходной, ЧТ 08:00-14:45, ПТ-ВС выходной|НЕТ|98.32|49.88004671221847|40.94438045803806
PS5529|2021-03-05 00:00:00|Воронежская область, Кантемировский район , село Писаревка,улица Молодежная, дом 2|ПН выходной, ВТ 08:00-16:30, СР выходной, ЧТ-ПТ 08:00-16:30, СБ-ВС выходной|НЕТ|92.46|49.95024001223513|39.69987001256081
PS5619|2021-03-05 00:00:00|Новосибирская область, Краснозерский район , село Полойка,улица Советская, дом 21|ПН 10:00-16:00, ВТ-СР выходной, ЧТ 10:00-16:00, ПТ-ВС выходной|НЕТ|95.37|54.20905016038495|79.32998862629643
PS5715|2021-03-05 00:00:00|Новосибирская область, Купинский район ,город Купино,улица Элеваторская, дом 50|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.33|54.35915000008379|77.30342000597318
PS5885|2021-03-05 00:00:00|Ростовская область, Тарасовский район , хутор Можаевка,улица Центральная, дом 56|ПН-СР выходной, ЧТ-ПТ 09:00-16:00, СБ-ВС выходной|НЕТ|83.88|48.74951641726856|40.08587886877955
PS5942|2021-03-05 00:00:00|Пермский край, Карагайский район , село Карагай,улица Российская, дом 6|ПН-ПТ 08:30-16:45, СБ-ВС выходной|НЕТ|99.31|58.2614500067483|54.93157996560055
PS5959|2021-03-05 00:00:00|Пермский край, Пермский район , село Нижние Муллы,улица Октябрьская, дом 43|ПН выходной, ВТ-ПТ 08:30-16:45, СБ 08:30-13:15, ВС выходной|НЕТ|99.34|57.92824999332811|55.87658003711914
PS5963|2021-03-05 00:00:00|Пермский край, Очерский район ,рабочий поселок Павловский,улица Павловская, дом 29|ПН-ПТ 09:00-17:15, СБ-ВС выходной|НЕТ|82.66|57.84390000000008|54.83472000000006
PS5964|2021-03-05 00:00:00|Пермский край, Большесосновский район , село Большая Соснова,улица Наумова, дом 9|ПН-ПТ 09:00-17:00, СБ-ВС выходной|НЕТ|98.3|57.66944194025646|54.6031119859627
PS5981|2021-03-05 00:00:00|г Москва,улица Снежная, дом 13 корпус 1|ПН-ПТ 08:30-19:30, СБ 09:00-17:00, ВС выходной|НЕТ|90.97|55.85220998891268|37.64556998277342
PS6018|2021-03-05 00:00:00|Тульская область,город Тула,улица Фрунзе, дом 12|ПН-ПТ 08:30-18:00, СБ 09:00-14:30, ВС выходной|НЕТ|95.0|54.19379001212948|37.59039996079653
PS6057|2021-03-05 00:00:00|Самарская область,город Похвистнево,улица Газовиков, дом 20|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.08|53.6478699946999|52.13258999964808
PS6068|2021-03-05 00:00:00|Белгородская область, Ивнянский район ,рабочий поселок Ивня,улица Ленина, дом 10|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|98.96|51.06018998709516|36.13850999443721
PS6075|2021-03-05 00:00:00|Курская область, Мантуровский район , село Мантурово,улица Ленина, дом 2|ПН-ПТ 08:30-16:45, СБ-ВС выходной|НЕТ|99.32|51.45380998563664|37.12689999357187
PS6076|2021-03-05 00:00:00|Курская область, Советский район ,рабочий поселок Кшенский,улица Ленина, дом 57|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|98.94|51.84860001404238|37.72522002352645
PS6084|2021-03-05 00:00:00|Московская область,город Воскресенск,улица Зелинского, дом 4|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.15|55.31574999695445|38.64839001495781
PS6085|2021-03-05 00:00:00|Московская область,город Коломна,улица Зеленая, дом 31|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|95.65|55.07760998563731|38.77539998794691
PS6093|2021-03-05 00:00:00|Новосибирская область, Краснозерский район , село Мохнатый Лог,улица Молодежная, дом 6А|ПН 09:15-16:00, ВТ 09:00-16:00, СР выходной, ЧТ-ПТ 09:00-16:00, СБ-ВС выходной|НЕТ|95.68|54.02467094409588|79.60994236626551
PS6095|2021-03-05 00:00:00|Красноярский край,город Лесосибирск, гп Стрелка,улица Октябрьская, дом 40в|ПН-ПТ 09:00-18:00, СБ-ВС выходной|НЕТ|98.89|58.07802999302652|93.03414002667841
PS6097|2021-03-05 00:00:00|Красноярский край, Пировский район , село Пировское,улица Ленина, строение 25|ПН-ПТ 08:45-16:30, СБ-ВС выходной|НЕТ|93.22|57.62186000012881|92.27697999788307
PS6104|2021-03-05 00:00:00|Республика Хакасия,город Абакан,улица Щетинкина, дом 20|ПН-ВС 06:00-23:59|НЕТ|95.74|53.72316002087814|91.44375998128379
PS6137|2021-03-05 00:00:00|Ярославская область,город Ярославль, Ленинградский проспект , дом 40|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.55|57.6803800173478|39.79527995912139
PS6142|2021-03-05 00:00:00|Ярославская область, Тутаевский район , поселок Константиновский,улица Ленина, дом 17|ПН выходной, ВТ-ПТ 08:30-17:00, СБ 08:30-15:30, ВС выходной|НЕТ|99.03|57.83026998761588|39.59037997740805
PS6145|2021-03-05 00:00:00|Ярославская область, Угличский район , село Покровское,улица Строителей, дом 1|ПН-ВС - выходной|НЕТ|99.38|57.66049998703437|38.55927001617815
PS6176|2021-03-05 00:00:00|Брянская область, Дятьковский район ,рабочий поселок Старь,улица Комарова, дом 8|ПН выходной, ВТ-ПТ 08:30-17:15, СБ 08:30-14:15, ВС выходной|НЕТ|98.96|53.61883001104874|34.16031001795099
PS6235|2021-03-05 00:00:00|Челябинская область,город Златоуст,улицаимени Карла Маркса, дом 26|ПН-ПТ 08:30-17:30, СБ-ВС выходной|НЕТ|95.99|55.17985998428421|59.65492003581249
PS6241|2021-03-05 00:00:00|Челябинская область, Саткинский район ,город Сатка,улица Солнечная, дом 15|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|99.19|55.03601998790913|58.9758299752026
PS6252|2021-03-05 00:00:00|Челябинская область, Катав-Ивановский район ,город Катав-Ивановск,улица Степана Разина, дом 16|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|99.37|54.75460001954556|58.20676999083105
PS6342|2021-03-05 00:00:00|Ленинградская область, Гатчинский район , гп Тайцы,улица Ушаковская, дом 7|ПН выходной, ВТ-ПТ 09:00-18:00, СБ 09:00-15:00, ВС выходной|НЕТ|95.41|59.39305001841535|30.29516996363884
PS6344|2021-03-05 00:00:00|обл. Белгородская, район . Старооскольский,город Старый Оскол, мкр. Восточный,дом , 2а|ПН-ПТ 09:00-18:00, СБ 09:00-13:30, ВС выходной|НЕТ|81.35|51.31147001465385|37.90902996338394
PS6365|2021-03-05 00:00:00|Алтайский край, Первомайский район , село Санниково,улица Ефремова, влд 6|ПН-СР 09:45-17:45, ЧТ выходной, ПТ 09:45-17:30, СБ-ВС выходной|НЕТ|97.85|53.35211001492669|83.97540001383766
PS6367|2021-03-05 00:00:00|Алтайский край, Алтайский район , село Нижнекаменка,улица 60 лет Октября, дом 89|ПН 09:00-17:00, ВТ выходной, СР 09:00-17:00, ЧТ выходной, ПТ 09:00-16:45, СБ-ВС выходной|НЕТ|99.38|52.038809997979|85.37771001708586
